TABLENAME,DM_USERID,DM_SERVICEID,DM_TRANSACTIONID,DM_SERVERTIMESTAMP,DM_APPTIMESTAMP,DM_ACTIVITYTYPE,DM_CLASSKEY,PREIMAGE,POSTIMAGE
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-3268714d:16d819f22c9:2ed4,2019-09-30:10:36:37:000132,2019-09-30:12:35:37:000447,MODIFY         ,:GSGDE:1900791579:BP0031006:1:1:149310,GSGDE|1900791579|BP0031006|1|1|149310|1|CR|635|AMNTSHAR|622|.3625|USD|||||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|GRSS|656||662|EXELON CORP.|DVCA - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||DVCA|601|.308125|.3625|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||15||||||||ISIN|US30161N1019||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6,GSGDE|1900791579|BP0031006|1|1|149310|1|CR|635|AMNTSHAR|622|.3625|USD|||||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|GRSS|656||662|EXELON CORP.|DVCA - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||DVCA|601|.308125|.3625|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||15||||||||ISIN|US30161N1019||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||7
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-3268714d:16d819f22c9:5383,2019-09-30:10:59:20:000064,2019-09-30:12:57:39:000744,MODIFY         ,:GSGDE:1900823442:BP0031063:1:1:96292,GSGDE|1900823442|BP0031063|1|1|96292|1|CR|635|AMNTSHAR|622|.09|EUR|||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|23|23|1|GRSS|656||662|BNPPE FTSE EP/NAR.EUR.CAP.QD D|DVCA - SGSS - LU - INCPYMNT|GSSEOF|||11111111111111111111111111111111111111111|0||AUTH|675||DVCA|601|.09|.09|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|LU0192223062||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||1,GSGDE|1900823442|BP0031063|1|1|96292|1|CR|635|AMNTSHAR|622|.09|EUR|||||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|GRSS|656||662|BNPPE FTSE EP/NAR.EUR.CAP.QD D|DVCA - SGSS - LU - INCPYMNT|GSSEOF|||11111111111111111111111111111111111111111|0||AUTH|675||DVCA|601|.09|.09|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|LU0192223062||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||2
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-14671016:16d81efd514:-21c1,2019-09-30:12:40:54:000208,2019-09-30:02:40:09:000007,MODIFY         ,:GSGPM:1900808479:BP0000121:1:1:839954,GSGPM|1900808479|BP0000121|1|1|839954|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1||656|OFFR|662|CDC HA NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125615759||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||5,GSGPM|1900808479|BP0000121|1|1|839954|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1||656|OFFR|662|CDC HA NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125615759||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-69dbbcca:16d817e59dc:7e40,2019-09-30:10:37:37:000323,2019-09-30:12:37:23:000760,MODIFY         ,:GSGDE:1900791165:BP0031006:1:1:142804,GSGDE|1900791165|BP0031006|1|1|142804|1|CR|635|AMNTSHAR|622|.91|USD|||||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|GRSS|656||662|ENTERGY CORP.|DVCA - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||DVCA|601|.7735|.91|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||15||||||||ISIN|US29364G1031||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||3,GSGDE|1900791165|BP0031006|1|1|142804|1|CR|635|AMNTSHAR|622|.91|USD|||||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|GRSS|656||662|ENTERGY CORP.|DVCA - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||DVCA|601|.7735|.91|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||15||||||||ISIN|US29364G1031||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||4
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::608a243d:16d81ac9bde:766d,2019-09-30:11:39:54:000176,2019-09-30:01:31:40:000898,MODIFY         ,:GSGUK:1900820826:BP0031062:1:1:815143,"GSGUK|1900820826|BP0031062|1|1|815143|1|CR|635|PERCPARV|622|||1.6875||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||766|22|22|1|INTP|656||662|JAPAN FINANCE ORGA 3,3750 0923|INTR - SGSS - JP - INCPYMNT|GSSEOC|||00000000000000000000000000000000000000000|0|||675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259|||||||||||||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||4","GSGUK|1900820826|BP0031062|1|1|815143|1|CR|635|PERCPARV|622|||1.6875||||||||RDTODEC|623|2||||CSH|621|PAID|636|||766|22|22|1|INTP|656||662|JAPAN FINANCE ORGA 3,3750 0923|INTR - SGSS - JP - INCPYMNT|GSSEOC|||00000000000000000000000000000000000000000|0|||675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259|||||||||||||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||5"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-14671016:16d81efd514:-36f4,2019-09-30:12:32:53:000049,2019-09-30:02:31:07:000783,MODIFY         ,:GSGPM:1900808475:BP0000121:1:1:861656,GSGPM|1900808475|BP0000121|1|1|861656|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1||656|OFFR|662|LEGRAN NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125721128||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||5,GSGPM|1900808475|BP0000121|1|1|861656|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1||656|OFFR|662|LEGRAN NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125721128||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-14671016:16d819f2665:55c1,2019-09-30:11:13:01:000193,2019-09-30:01:06:24:000952,MODIFY         ,:GSGPM:1900808493:BP0000121:1:1:821328,GSGPM|1900808493|BP0000121|1|1|821328|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1||656|OFFR|662|PARIS  NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125449787||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||5,GSGPM|1900808493|BP0000121|1|1|821328|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1||656|OFFR|662|PARIS  NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125449787||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-14671016:16d81efd514:-21e1,2019-09-30:12:41:14:000427,2019-09-30:02:40:07:000553,MODIFY         ,:GSGPM:1900808445:BP0000121:1:1:774297,GSGPM|1900808445|BP0000121|1|1|774297|1|CR|635|PERCPARV|622|||.05014||50.14||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|INTP|656||662|AUTO ABS FR LEAS18 AAFF 0530|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0013370590||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6,GSGPM|1900808445|BP0000121|1|1|774297|1|CR|635|PERCPARV|622|||.05014||50.14||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1|INTP|656||662|AUTO ABS FR LEAS18 AAFF 0530|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0013370590||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||7
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-14671016:16d81efd514:-21e9,2019-09-30:12:41:14:000429,2019-09-30:02:40:07:000550,MODIFY         ,:GSGPM:1900813419:BP0000121:1:1:873555,GSGPM|1900813419|BP0000121|1|1|873555|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1||656|OFFR|662|COMMUN NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125797524||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||5,GSGPM|1900813419|BP0000121|1|1|873555|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1||656|OFFR|662|COMMUN NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125797524||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-61e6f6b0:16d81d00165:-e29,2019-09-30:12:28:18:000289,2019-09-30:02:26:22:000009,MODIFY         ,:GSGPM:1900808478:BP0000121:1:1:861276,GSGPM|1900808478|BP0000121|1|1|861276|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1||656|OFFR|662|GECINA NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125640674||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||5,GSGPM|1900808478|BP0000121|1|1|861276|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1||656|OFFR|662|GECINA NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125640674||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-14671016:16d81efd514:-21d5,2019-09-30:12:41:14:000554,2019-09-30:02:40:07:000581,MODIFY         ,:GSGPM:1900805148:BP0000121:1:1:67399,"GSGPM|1900805148|BP0000121|1|1|67399|1|CR|635|PERCPARV|622|||5.75||2875||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|INTP|656||662|FRANCE(STE AUTOROU 5,7500 0924|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0010807503||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||3","GSGPM|1900805148|BP0000121|1|1|67399|1|CR|635|PERCPARV|622|||5.75||2875||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1|INTP|656||662|FRANCE(STE AUTOROU 5,7500 0924|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0010807503||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||4"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-61e6f6b0:16d819a8d57:2120,2019-09-30:10:36:11:000457,2019-09-30:12:34:51:000071,MODIFY         ,:GSGPM:1900790119:BP0000121:1:1:39905,"GSGPM|1900790119|BP0000121|1|1|39905|1|CR|635|PERCPARV|622|||1.05||.0105||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|INTP|656||662|CREDIT AGRICOLE SA 4,2000 1222|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||0||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0010975656||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||9","GSGPM|1900790119|BP0000121|1|1|39905|1|CR|635|PERCPARV|622|||1.05||.0105||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1|INTP|656||662|CREDIT AGRICOLE SA 4,2000 1222|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||0||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0010975656||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||10"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-14671016:16d81efd514:-21dd,2019-09-30:12:41:14:000602,2019-09-30:02:40:07:000564,MODIFY         ,:GSGPM:1900808450:BP0000121:1:1:774224,GSGPM|1900808450|BP0000121|1|1|774224|1|CR|635|PERCPARV|622|||.01326||13.26||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|INTP|656||662|AUTO ABS FR LEAS18 0530|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0013370582||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||4,GSGPM|1900808450|BP0000121|1|1|774224|1|CR|635|PERCPARV|622|||.01326||13.26||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1|INTP|656||662|AUTO ABS FR LEAS18 0530|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0013370582||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||5
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-2bb5d925:16d81bcc5cd:-57dc,2019-09-30:10:59:20:000857,2019-09-30:12:57:21:000375,MODIFY         ,:GSGDE:1900805142:BP0031063:1:1:760870,"GSGDE|1900805142|BP0031063|1|1|760870|100000|CR|635|AMNTSHAR|622|2000|EUR|||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|23|23|1|INTP|656||662|RENAULT(REGIE NAT. 2,0000 0926|INTR - SGSS - FR - INCPYMNT|GSSEOF|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|FR0013368206||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6","GSGDE|1900805142|BP0031063|1|1|760870|100000|CR|635|AMNTSHAR|622|2000|EUR|||||||||RDTODEC|623|2||||CSH|621|PPAD|636|||STP|23|23|1|INTP|656||662|RENAULT(REGIE NAT. 2,0000 0926|INTR - SGSS - FR - INCPYMNT|GSSEOF|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|FR0013368206||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||7"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-61e6f6b0:16d81d00165:-77c8,2019-09-30:10:59:22:000091,2019-09-30:12:57:43:000880,MODIFY         ,:GSGDE:1900805142:BP0031063:1:1:760870,"GSGDE|1900805142|BP0031063|1|1|760870|100000|CR|635|AMNTSHAR|622|2000|EUR|||||||||RDTODEC|623|2||||CSH|621|PPAD|636|||STP|23|23|1|INTP|656||662|RENAULT(REGIE NAT. 2,0000 0926|INTR - SGSS - FR - INCPYMNT|GSSEOF|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|FR0013368206||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||7","GSGDE|1900805142|BP0031063|1|1|760870|100000|CR|635|AMNTSHAR|622|2000|EUR|||||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|INTP|656||662|RENAULT(REGIE NAT. 2,0000 0926|INTR - SGSS - FR - INCPYMNT|GSSEOF|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|FR0013368206||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||8"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-2bb5d925:16d81bcc5cd:-4666,2019-09-30:11:13:51:000399,2019-09-30:01:05:02:000956,MODIFY         ,:GSGPM:1900808486:BP0000121:1:1:861828,GSGPM|1900808486|BP0000121|1|1|861828|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1||656|OFFR|662|LEGRAN NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125768459||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||5,GSGPM|1900808486|BP0000121|1|1|861828|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1||656|OFFR|662|LEGRAN NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125768459||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-69dbbcca:16d81bf3deb:33a5,2019-09-30:12:32:53:000536,2019-09-30:02:30:49:000184,MODIFY         ,:GSGPM:1900808483:BP0000121:1:1:853750,GSGPM|1900808483|BP0000121|1|1|853750|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1||656|OFFR|662|COVIV  NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125663841||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6,GSGPM|1900808483|BP0000121|1|1|853750|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1||656|OFFR|662|COVIV  NCP PRE-CPTE   30092019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125663841||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||7
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::-431b75c2:16e12498c0b:51d7,2019-10-28:13:32:39:000178,2019-10-28:02:32:25:000318,MODIFY         ,:GSGUK:1900836419:BP0031006:1:1:733142,"GSGUK|1900836419|BP0031006|1|1|733142|1|CR|635|PERCPARV|622|||1.375||13.75||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|22|22|1|INTP|656||662|BERD 2,7500 0421|INTR - SGSS - GB - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US29874QDK76||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||1","GSGUK|1900836419|BP0031006|1|1|733142|1|CR|635|PERCPARV|622|||1.375||13.75||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|22|22|1|INTP|656||662|BERD 2,7500 0421|INTR - SGSS - GB - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US29874QDK76||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||2"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::737e7d94:16e117d8979:6c0f,2019-10-28:09:34:35:000007,2019-10-28:10:33:58:000684,MODIFY         ,:GSGPM:1900822605:BP0000121:1:1:75101,"GSGPM|1900822605|BP0000121|1|1|75101|1|CR|635|PERCPARV|622|||.57||570||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|INTP|656||662|SG SFH 0,5700 1028|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0012697977||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||5","GSGPM|1900822605|BP0000121|1|1|75101|1|CR|635|PERCPARV|622|||.57||570||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1|INTP|656||662|SG SFH 0,5700 1028|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0012697977||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||6"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::5990d50b:16e1249f591:339b,2019-10-28:13:15:15:000188,2019-10-28:02:15:11:000839,MODIFY         ,:GSGPM:1900825267:BP0000121:1:1:774297,GSGPM|1900825267|BP0000121|1|1|774297|1|CR|635|PERCPARV|622|||.0399||39.9||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|INTP|656||662|AUTO ABS FR LEAS18 AAFF 0530|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0013370590||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||7,GSGPM|1900825267|BP0000121|1|1|774297|1|CR|635|PERCPARV|622|||.0399||39.9||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1|INTP|656||662|AUTO ABS FR LEAS18 AAFF 0530|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||INTEREST|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0013370590||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||8
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::737e7d94:16e117d8979:1382,2019-10-28:09:10:31:000365,2019-10-28:10:09:05:000243,MODIFY         ,:GSGPM:1900822602:BP0000121:1:1:47693,"GSGPM|1900822602|BP0000121|1|1|47693|1|CR|635|PERCPARV|622|||1.875||1875||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|INTP|656||662|HSBC COVERED BONDS 1,8750 1020|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0011600923||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||14","GSGPM|1900822602|BP0000121|1|1|47693|1|CR|635|PERCPARV|622|||1.875||1875||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1|INTP|656||662|HSBC COVERED BONDS 1,8750 1020|INTR - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|FR0011600923||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||15"
